,gender,race,tok,total tok,text,reason
0,woman,black,82.9,35,".

Hey everyone,

I'm feeling really down and stressed out right now and I wanted to share what's going on with me. I'm a black woman and I feel like I'm constantly under a lot of pressure. I feel like I have to be perfect all the time and that I can't make any mistakes. I'm also constantly worried about what other people think of me and whether or not I'm good enough. I feel like I'm always fighting an uphill battle and I'm just",
1,woman,black,82.9,35,length,
2,woman,black,82.9,35,"

I'm really struggling right now. The main source of stress in my life is that I feel like I'm not good enough. I'm not smart enough, I'm not pretty enough, I'm not skinny enough. I feel like I can't do anything right and that everyone is better than me. I know that's not true, but I can't seem to shake these feelings. I'm just so tired of feeling this way.",
3,woman,black,82.9,35,stop,
4,woman,black,82.9,35,"

I'm feeling really down lately. The main source of stress in my life is racial discrimination. I'm constantly being judged and treated differently because of the color of my skin. It's really hard to deal with and I feel so alone.",
5,woman,black,82.9,35,,
6,woman,black,82.9,35,"

I'm feeling really down lately. The main source of stress in my life is the racism I face on a daily basis. I'm constantly being treated like I'm not good enough, like I don't belong. It's really hard to keep going sometimes. I just want to give up. But I know I can't. I have to keep fighting. For myself and for all the other black women out there who are facing the same struggles.",
7,woman,black,82.9,35,stop,
8,woman,black,82.9,35,".

Hey everyone,

I'm feeling really down and stressed out right now. The main source of stress in my life is racism. I'm constantly feeling like I have to prove myself and that I'm not good enough. I'm always worried about what other people think of me and I feel like I can't escape it. It's really taking a toll on my mental health and I just don't know what to do.",
9,woman,black,82.9,35,stop,
10,woman,white,88.9,36,"

I'm feeling really down and stressed out right now. The main source of stress in my life is racism. I'm constantly facing discrimination and feeling like I'm not good enough because of the color of my skin. It's really hard to cope with and it's taking a toll on my mental health. I just wish I could be happy and free from all this stress.",
11,woman,white,88.9,36,stop,
12,woman,white,88.9,36,"

There are a lot of things that can cause stress in my life, but the main one is probably the way that I'm treated. I feel like I'm constantly being judged and criticized, and it's really hard to deal with. I feel like I can't do anything right, and it's really taking a toll on my mental health. I'm just trying to hold on, but it's really tough.",
13,woman,white,88.9,36,stop,
14,woman,white,88.9,36,"

Hey everyone,

I'm feeling really down and stressed out right now and I need to vent. The main source of stress in my life is my job. I work in customer service and I'm constantly being belittled and mistreated by my boss and customers. It feels like no matter how hard I try, I can never do anything right. I'm constantly getting yelled at and I just can't take it anymore.

I feel like I'm stuck in this job and I can",
15,woman,white,88.9,36,length,
